LookupIndex,LookupTime(sec)
16320,0.000000711
16321,0.000000521
16322,0.000001052
16323,0.000000140
16324,0.000000742
16325,0.000001052
16326,0.000000160
16327,0.000000982
16328,0.000000151
16329,0.000000982
16330,0.000001142
16331,0.000000671
16332,0.000000401
16333,0.000001293
16334,0.000000361
16335,0.000000150
16336,0.000000681
16337,0.000000551
16338,0.000000681
16339,0.000000802
16340,0.000001032
16341,0.000000832
16342,0.000000120
16343,0.000001463
16344,0.000001312
16345,0.000001082
16346,0.000000390
16347,0.000001583
16348,0.000001523
16349,0.000001052
16350,0.000001413
16351,0.000001032
16352,0.000000561
16353,0.000000371
16354,0.000000401
16355,0.000000581
16356,0.000001583
16357,0.000000882
16358,0.000000100
16359,0.000001182
16360,0.000000801
16361,0.000000291
16362,0.000001022
16363,0.000000190
16364,0.000000491
16365,0.000000541
16366,0.000000581
16367,0.000001042
16368,0.000001022
16369,0.000000792
16370,0.000001252
16371,0.000000130
16372,0.000001903
16373,0.000000561
16374,0.000000902
16375,0.000001102
16376,0.000000130
16377,0.000000220
16378,0.000000762
16379,0.000000551
16380,0.000000672
16381,0.000001052
16382,0.000000360
16383,0.000002244
16384,0.000001723
16385,0.000000782
16386,0.000001032
16387,0.000000340
16388,0.000001182
16389,0.000001082
16390,0.000000371
16391,0.000001413
16392,0.000001092
16393,0.000000541
16394,0.000001533
16395,0.000001122
16396,0.000000832
16397,0.000001283
16398,0.000000591
16399,0.000001012
16400,0.000000711
16401,0.000000892
16402,0.000000371
16403,0.000000401
16404,0.000001102
16405,0.000002204
16406,0.000000692
16407,0.000001934
16408,0.000000781
16409,0.000000161
16410,0.000000561
16411,0.000000912
16412,0.000001743
16413,0.000000541
16414,0.000000531
16415,0.000000781
16416,0.000000511
16417,0.000000161
16418,0.000001032
16419,0.000000380
16420,0.000000130
16421,0.000000090
16422,0.000000772
16423,0.000001262
16424,0.000000451
16425,0.000000411
16426,0.000000151
16427,0.000000431
16428,0.000001482
16429,0.000000681
16430,0.000000942
16431,0.000000421
16432,0.000000411
16433,0.000000581
16434,0.000000812
16435,0.000001032
16436,0.000000170
16437,0.000000932
16438,0.000002054
16439,0.000000521
16440,0.000001082
16441,0.000000191
16442,0.000000811
16443,0.000000511
16444,0.000000511
16445,0.000000641
16446,0.000000341
16447,0.000000471
16448,0.000000551
16449,0.000001503
16450,0.000000601
16451,0.000002064
16452,0.000000562
16453,0.000000170
16454,0.000000261
16455,0.000000641
16456,0.000000962
16457,0.000001703
16458,0.000000361
16459,0.000001333
16460,0.000000811
16461,0.000000551
16462,0.000000881
16463,0.000000561
16464,0.000000741
16465,0.000001313
16466,0.000000541
16467,0.000001663
16468,0.000000291
16469,0.000000281
16470,0.000000771
16471,0.000002054
16472,0.000001062
16473,0.000000561
16474,0.000001472
16475,0.000000400
16476,0.000001203
16477,0.000000691
16478,0.000000842
16479,0.000001202
16480,0.000000201
16481,0.000000110
16482,0.000001032
16483,0.000001233
16484,0.000001473
16485,0.000000140
16486,0.000000551
16487,0.000000952
16488,0.000000231
16489,0.000001763
16490,0.000001443
16491,0.000000391
16492,0.000001022
16493,0.000000922
16494,0.000001272
16495,0.000000541
16496,0.000000561
16497,0.000000972
16498,0.000001032
16499,0.000000761
16500,0.000000531
16501,0.000000831
16502,0.000002104
16503,0.000000592
16504,0.000000481
16505,0.000000511
16506,0.000000170
16507,0.000000131
16508,0.000000751
16509,0.000000181
16510,0.000001112
16511,0.000000842
16512,0.000001272
16513,0.000001393
16514,0.000000772
16515,0.000000541
16516,0.000000831
16517,0.000000721
16518,0.000001252
16519,0.000000921
16520,0.000001453
16521,0.000000281
16522,0.000000170
16523,0.000000501
16524,0.000000791
16525,0.000000992
16526,0.000001273
16527,0.000000591
16528,0.000001453
16529,0.000000791
16530,0.000000531
16531,0.000000831
16532,0.000001032
16533,0.000000541
16534,0.000000591
16535,0.000000761
16536,0.000001092
16537,0.000001432
16538,0.000000401
16539,0.000000992
16540,0.000000341
16541,0.000000190
16542,0.000001673
16543,0.000000611
16544,0.000000722
16545,0.000000982
16546,0.000000921
16547,0.000001062
16548,0.000000992
16549,0.000000591
16550,0.000000381
16551,0.000000561
16552,0.000001012
16553,0.000000772
16554,0.000000170
16555,0.000001182
16556,0.000000802
16557,0.000000982
16558,0.000000902
16559,0.000000561
16560,0.000000361
16561,0.000000371
16562,0.000000521
16563,0.000000952
16564,0.000000100
16565,0.000000381
16566,0.000000782
16567,0.000001262
16568,0.000001683
16569,0.000000841
16570,0.000000972
16571,0.000001734
16572,0.000000210
16573,0.000000822
16574,0.000000641
16575,0.000001744
16576,0.000000581
16577,0.000001002
16578,0.000001994
16579,0.000001673
16580,0.000001162
16581,0.000001423
16582,0.000001012
16583,0.000000151
16584,0.000001583
16585,0.000001332
16586,0.000001853
16587,0.000000181
16588,0.000001242
16589,0.000000792
16590,0.000001513
16591,0.000000781
16592,0.000000201
16593,0.000000912
16594,0.000000120
16595,0.000000762
16596,0.000000801
16597,0.000001032
16598,0.000000171
16599,0.000002234
16600,0.000000431
16601,0.000001523
16602,0.000000581
16603,0.000000391
16604,0.000000992
16605,0.000000902
16606,0.000000551
16607,0.000000401
16608,0.000001012
16609,0.000000211
16610,0.000000481
16611,0.000000140
16612,0.000001303
16613,0.000000190
16614,0.000000802
16615,0.000002094
16616,0.000000431
16617,0.000000942
16618,0.000000180
16619,0.000000211
16620,0.000000411
16621,0.000000351
16622,0.000001933
16623,0.000000421
16624,0.000000982
16625,0.000001593
16626,0.000000561
16627,0.000000821
16628,0.000000531
16629,0.000000771
16630,0.000001172
16631,0.000000380
16632,0.000001012
16633,0.000000561
16634,0.000000941
16635,0.000001973
16636,0.000001283
16637,0.000000411
16638,0.000001032
16639,0.000002014
16640,0.000000781
16641,0.000002063
16642,0.000001021
16643,0.000000360
16644,0.000001002
16645,0.000000882
16646,0.000000642
16647,0.000000781
16648,0.000001082
16649,0.000000351
16650,0.000000411
16651,0.000000461
16652,0.000001062
16653,0.000001012
16654,0.000000581
16655,0.000000320
16656,0.000001022
16657,0.000000591
16658,0.000000781
16659,0.000000561
16660,0.000000371
16661,0.000000321
16662,0.000000361
16663,0.000000541
16664,0.000002395
16665,0.000001222
16666,0.000001022
16667,0.000001623
16668,0.000001213
16669,0.000001282
16670,0.000000812
16671,0.000000671
16672,0.000000531
16673,0.000000951
16674,0.000000551
16675,0.000002124
16676,0.000001523
16677,0.000001493
16678,0.000001553
16679,0.000000751
16680,0.000000151
16681,0.000000561
16682,0.000000691
16683,0.000001694
16684,0.000002254
16685,0.000000732
16686,0.000000901
16687,0.000000981
16688,0.000000350
16689,0.000001243
16690,0.000001052
16691,0.000000581
16692,0.000000271
16693,0.000000481
16694,0.000000160
16695,0.000000842
16696,0.000000802
16697,0.000000571
16698,0.000000531
16699,0.000001312
16700,0.000000821
16701,0.000000151
16702,0.000000421
16703,0.000000751
16704,0.000001553
16705,0.000000201
16706,0.000000821
16707,0.000000170
16708,0.000000501
16709,0.000000721
16710,0.000000741
16711,0.000000351
16712,0.000001012
16713,0.000000391
16714,0.000001352
16715,0.000001212
16716,0.000000691
16717,0.000001533
16718,0.000000371
16719,0.000001072
16720,0.000001353
16721,0.000000551
16722,0.000000822
16723,0.000001082
16724,0.000000591
16725,0.000000972
16726,0.000001623
16727,0.000000431
16728,0.000000662
16729,0.000000972
16730,0.000000791
16731,0.000001593
16732,0.000000811
16733,0.000000231
16734,0.000001162
16735,0.000001273
16736,0.000001462
16737,0.000000741
16738,0.000000411
16739,0.000000701
16740,0.000000141
16741,0.000001162
16742,0.000000291
16743,0.000000892
16744,0.000000811
16745,0.000001643
16746,0.000001502
16747,0.000000611
16748,0.000000110
16749,0.000001423
16750,0.000000771
16751,0.000000981
16752,0.000000851
16753,0.000000571
16754,0.000000521
16755,0.000000801
16756,0.000000812
16757,0.000000130
16758,0.000000742
16759,0.000000381
16760,0.000000360
16761,0.000000170
16762,0.000000962
16763,0.000000872
16764,0.000000130
16765,0.000000321
16766,0.000000922
16767,0.000000821
16768,0.000000211
16769,0.000000902
16770,0.000000751
16771,0.000000391
16772,0.000001683
16773,0.000001011
16774,0.000001472
16775,0.000000270
16776,0.000001273
16777,0.000000451
16778,0.000000461
16779,0.000000220
16780,0.000000151
16781,0.000000330
16782,0.000001884
16783,0.000001313
16784,0.000000811
16785,0.000000571
16786,0.000000300
16787,0.000000171
16788,0.000000661
16789,0.000000150
16790,0.000000380
16791,0.000000792
16792,0.000000371
16793,0.000000280
16794,0.000000751
16795,0.000000762
16796,0.000000380
16797,0.000000591
16798,0.000000340
16799,0.000000420
16800,0.000000220
16801,0.000001222
16802,0.000000672
16803,0.000000240
16804,0.000001233
16805,0.000000591
16806,0.000000401
16807,0.000000772
16808,0.000000160
16809,0.000000711
16810,0.000000851
16811,0.000000111
16812,0.000001172
16813,0.000000892
16814,0.000001052
16815,0.000002014
16816,0.000000371
16817,0.000000591
16818,0.000000791
16819,0.000001102
16820,0.000000210
16821,0.000001082
16822,0.000000561
16823,0.000000791
16824,0.000001684
16825,0.000000410
16826,0.000001863
16827,0.000001283
16828,0.000000661
16829,0.000000571
16830,0.000002235
16831,0.000000651
16832,0.000000631
16833,0.000000381
16834,0.000000371
16835,0.000001403
16836,0.000000501
16837,0.000000822
16838,0.000000701
16839,0.000000301
16840,0.000000791
16841,0.000000390
16842,0.000000421
16843,0.000001383
16844,0.000000631
16845,0.000000992
16846,0.000001233
16847,0.000002054
16848,0.000000661
16849,0.000000932
16850,0.000001713
16851,0.000001052
16852,0.000001482
16853,0.000000681
16854,0.000000561
16855,0.000000100
16856,0.000000902
16857,0.000001042
16858,0.000001363
16859,0.000001012
16860,0.000000982
16861,0.000000762
16862,0.000001613
16863,0.000000591
16864,0.000000832
16865,0.000000551
16866,0.000000571
16867,0.000001142
16868,0.000000160
16869,0.000000741
16870,0.000000101
16871,0.000000601
16872,0.000000221
16873,0.000000501
16874,0.000001222
16875,0.000001854
16876,0.000000421
16877,0.000000551
16878,0.000001182
16879,0.000001894
16880,0.000001924
16881,0.000001513
16882,0.000000791
16883,0.000000131
16884,0.000000711
16885,0.000000130
16886,0.000000160
16887,0.000000802
16888,0.000000651
16889,0.000001022
16890,0.000000822
16891,0.000000681
16892,0.000000271
16893,0.000000581
16894,0.000000461
16895,0.000000361
16896,0.000000671
16897,0.000000962
16898,0.000001263
16899,0.000000972
16900,0.000001262
16901,0.000000141
16902,0.000000511
16903,0.000000771
16904,0.000001323
16905,0.000000591
16906,0.000002034
16907,0.000000361
16908,0.000000190
16909,0.000000581
16910,0.000000371
16911,0.000000471
16912,0.000000170
16913,0.000000130
16914,0.000001392
16915,0.000000752
16916,0.000000541
16917,0.000001503
16918,0.000001242
16919,0.000000782
16920,0.000000752
16921,0.000000561
16922,0.000000621
16923,0.000000150
16924,0.000000230
16925,0.000001403
16926,0.000000481
16927,0.000000782
16928,0.000000791
16929,0.000000391
16930,0.000000611
16931,0.000000752
16932,0.000001523
16933,0.000001583
16934,0.000002665
16935,0.000000642
16936,0.000001683
16937,0.000001292
16938,0.000000711
16939,0.000000741
16940,0.000001563
16941,0.000001342
16942,0.000000702
16943,0.000001272
16944,0.000000601
16945,0.000002234
16946,0.000000120
16947,0.000000752
16948,0.000000761
16949,0.000000582
16950,0.000000891
16951,0.000000240
16952,0.000000772
16953,0.000000400
16954,0.000001162
16955,0.000000942
16956,0.000001142
16957,0.000000722
16958,0.000000551
16959,0.000000561
16960,0.000001052
16961,0.000000211
16962,0.000000992
16963,0.000000751
16964,0.000000441
16965,0.000000130
16966,0.000000380
16967,0.000000722
16968,0.000001182
16969,0.000000772
16970,0.000000641
16971,0.000000792
16972,0.000000331
16973,0.000001212
16974,0.000000982
16975,0.000001944
16976,0.000000240
16977,0.000000141
16978,0.000001402
16979,0.000001252
16980,0.000000872
16981,0.000001523
16982,0.000000381
16983,0.000001863
16984,0.000001223
16985,0.000000411
16986,0.000001042
16987,0.000000771
16988,0.000001343
16989,0.000001132
16990,0.000000992
16991,0.000001022
16992,0.000001051
16993,0.000000811
16994,0.000000722
16995,0.000000240
16996,0.000000161
16997,0.000001533
16998,0.000000591
16999,0.000000802
17000,0.000001352
17001,0.000000601
17002,0.000000140
17003,0.000001002
17004,0.000000391
17005,0.000001723
17006,0.000000612
17007,0.000000801
17008,0.000001183
17009,0.000001773
17010,0.000001092
17011,0.000001453
17012,0.000001173
17013,0.000000120
17014,0.000000301
17015,0.000001302
17016,0.000001012
17017,0.000001333
17018,0.000001042
17019,0.000000381
17020,0.000001212
17021,0.000001072
17022,0.000000350
17023,0.000001042
17024,0.000000801
17025,0.000001944
17026,0.000001332
17027,0.000000771
17028,0.000001032
17029,0.000000331
17030,0.000000671
17031,0.000000371
17032,0.000000491
17033,0.000000201
17034,0.000000641
17035,0.000000421
17036,0.000000110
17037,0.000001082
17038,0.000000631
17039,0.000000270
17040,0.000001763
17041,0.000001944
17042,0.000000651
17043,0.000001112
17044,0.000000792
17045,0.000000762
17046,0.000001212
17047,0.000000461
17048,0.000000160
17049,0.000000541
17050,0.000001412
17051,0.000000922
17052,0.000000371
17053,0.000000712
17054,0.000000661
17055,0.000000802
17056,0.000000631
17057,0.000001473
17058,0.000000661
17059,0.000001042
17060,0.000000251
17061,0.000000421
17062,0.000000531
17063,0.000000761
17064,0.000001833
17065,0.000000451
17066,0.000001363
17067,0.000000691
17068,0.000000171
17069,0.000001022
17070,0.000000371
17071,0.000000751
17072,0.000001964
17073,0.000000792
17074,0.000000441
17075,0.000000721
17076,0.000000361
17077,0.000000210
17078,0.000000841
17079,0.000000621
17080,0.000000771
17081,0.000000321
17082,0.000000411
17083,0.000000130
17084,0.000000772
17085,0.000000851
17086,0.000000190
17087,0.000001443
17088,0.000000361
17089,0.000002014
17090,0.000000380
17091,0.000000941
17092,0.000000451
17093,0.000000541
17094,0.000000450
17095,0.000001783
17096,0.000001783
17097,0.000000460
17098,0.000001032
17099,0.000000150
17100,0.000000661
17101,0.000001904
17102,0.000000401
17103,0.000001793
17104,0.000001192
17105,0.000000992
17106,0.000001012
17107,0.000001182
17108,0.000000541
17109,0.000001492
17110,0.000001552
17111,0.000000260
17112,0.000000842
17113,0.000001202
17114,0.000000371
17115,0.000001323
17116,0.000000541
17117,0.000000822
17118,0.000000801
17119,0.000001313
17120,0.000000591
17121,0.000000181
17122,0.000000380
17123,0.000000541
17124,0.000000781
17125,0.000000662
17126,0.000000641
17127,0.000001042
17128,0.000000571
17129,0.000000752
17130,0.000000571
17131,0.000002064
17132,0.000001042
17133,0.000001082
17134,0.000000841
17135,0.000001363
17136,0.000000591
17137,0.000001172
17138,0.000000691
17139,0.000000932
17140,0.000000761
17141,0.000000301
17142,0.000000681
17143,0.000000380
17144,0.000000632
17145,0.000000831
17146,0.000000871
17147,0.000000972
17148,0.000001032
17149,0.000001042
17150,0.000000341
17151,0.000000341
17152,0.000000661
17153,0.000000361
17154,0.000001493
17155,0.000001433
17156,0.000000230
17157,0.000001212
17158,0.000001152
17159,0.000000611
17160,0.000000370
17161,0.000000922
17162,0.000001513
17163,0.000000391
17164,0.000000371
17165,0.000001383
17166,0.000001743
17167,0.000000411
17168,0.000000160
17169,0.000000551
17170,0.000000370
17171,0.000000180
17172,0.000001172
17173,0.000000351
17174,0.000000181
17175,0.000000691
17176,0.000000421
17177,0.000001052
17178,0.000000962
17179,0.000001513
17180,0.000001633
17181,0.000000652
17182,0.000000571
17183,0.000001623
17184,0.000000411
17185,0.000000802
17186,0.000001202
17187,0.000000190
17188,0.000000581
17189,0.000001923
17190,0.000000250
17191,0.000000571
17192,0.000000612
17193,0.000000581
17194,0.000000862
17195,0.000000841
17196,0.000000762
17197,0.000000331
17198,0.000000831
17199,0.000000531
17200,0.000000861
17201,0.000000121
17202,0.000000120
17203,0.000000231
17204,0.000001212
17205,0.000000561
17206,0.000001493
17207,0.000001002
17208,0.000000351
17209,0.000000601
17210,0.000000341
17211,0.000000361
17212,0.000000611
17213,0.000001874
17214,0.000000551
17215,0.000001222
17216,0.000001382
17217,0.000002355
17218,0.000001032
17219,0.000000852
17220,0.000000200
17221,0.000001253
17222,0.000000170
17223,0.000000611
17224,0.000012042
17225,0.000001032
17226,0.000000591
17227,0.000000661
17228,0.000001232
17229,0.000001383
17230,0.000001162
17231,0.000000882
17232,0.000000751
17233,0.000000562
17234,0.000000541
17235,0.000001242
17236,0.000000441
17237,0.000001453
17238,0.000000401
17239,0.000000651
17240,0.000001994
17241,0.000001172
17242,0.000000501
17243,0.000000611
17244,0.000000671
17245,0.000000602
17246,0.000000721
17247,0.000000541
17248,0.000000411
17249,0.000000110
17250,0.000000330
17251,0.000001473
17252,0.000000722
17253,0.000000791
17254,0.000000632
17255,0.000000501
17256,0.000000340
17257,0.000001042
17258,0.000001883
17259,0.000000622
17260,0.000001032
17261,0.000001703
17262,0.000000541
17263,0.000000792
17264,0.000002044
17265,0.000000441
17266,0.000000561
17267,0.000000802
17268,0.000001723
17269,0.000001012
17270,0.000001323
17271,0.000000130
17272,0.000000641
17273,0.000001462
17274,0.000000181
17275,0.000002064
17276,0.000000952
17277,0.000002194
17278,0.000000982
17279,0.000000120
17280,0.000000712
17281,0.000001703
17282,0.000002315
17283,0.000000401
17284,0.000000901
17285,0.000000151
17286,0.000001002
17287,0.000001463
17288,0.000000280
17289,0.000000751
17290,0.000000551
17291,0.000001243
17292,0.000000621
17293,0.000001673
17294,0.000000772
17295,0.000001032
17296,0.000000922
17297,0.000000972
17298,0.000000701
17299,0.000000862
17300,0.000000541
17301,0.000001142
17302,0.000000350
17303,0.000000782
17304,0.000000892
17305,0.000000431
17306,0.000000731
17307,0.000000792
17308,0.000000571
17309,0.000001403
17310,0.000001242
17311,0.000002154
17312,0.000000150
17313,0.000000261
17314,0.000001272
17315,0.000000381
17316,0.000001373
17317,0.000000360
17318,0.000001843
17319,0.000001213
17320,0.000001262
17321,0.000001283
17322,0.000000260
17323,0.000000131
17324,0.000000350
17325,0.000002003
17326,0.000001684
17327,0.000001112
17328,0.000000541
17329,0.000000832
17330,0.000001252
17331,0.000001253
17332,0.000000952
17333,0.000000781
17334,0.000000812
17335,0.000001353
17336,0.000001082
17337,0.000001262
17338,0.000000171
17339,0.000000361
17340,0.000002054
17341,0.000001182
17342,0.000000772
17343,0.000000901
17344,0.000001011
17345,0.000001242
17346,0.000001934
17347,0.000000701
17348,0.000001483
17349,0.000000792
17350,0.000001082
17351,0.000000711
17352,0.000001292
17353,0.000000701
17354,0.000000380
17355,0.000000121
17356,0.000001002
17357,0.000001292
17358,0.000001163
17359,0.000000210
17360,0.000001203
17361,0.000001312
17362,0.000000982
17363,0.000001543
17364,0.000001203
17365,0.000001002
17366,0.000000411
17367,0.000000300
17368,0.000000271
17369,0.000000461
17370,0.000000932
17371,0.000000691
17372,0.000001724
17373,0.000001653
17374,0.000000391
17375,0.000001012
17376,0.000000431
17377,0.000001042
17378,0.000000691
17379,0.000001473
17380,0.000000401
17381,0.000000611
17382,0.000000230
17383,0.000001443
17384,0.000000992
17385,0.000001713
17386,0.000000551
17387,0.000000591
17388,0.000000581
17389,0.000000952
17390,0.000000781
17391,0.000000871
17392,0.000001002
17393,0.000000171
17394,0.000000601
17395,0.000000411
17396,0.000002114
17397,0.000001393
17398,0.000000802
17399,0.000000420
17400,0.000000200
17401,0.000001864
17402,0.000001533
17403,0.000001172
17404,0.000000852
17405,0.000000361
17406,0.000001172
17407,0.000000952
17408,0.000001703
17409,0.000001343
17410,0.000000741
17411,0.000001824
17412,0.000000371
17413,0.000000992
17414,0.000000581
17415,0.000001282
17416,0.000000470
17417,0.000000330
17418,0.000000331
17419,0.000000140
17420,0.000001082
17421,0.000001032
17422,0.000000280
17423,0.000000792
17424,0.000001262
17425,0.000000981
17426,0.000002484
17427,0.000001784
17428,0.000001042
17429,0.000000711
17430,0.000000470
17431,0.000000601
17432,0.000000421
17433,0.000000791
17434,0.000000592
17435,0.000000350
17436,0.000000450
17437,0.000000811
17438,0.000001062
17439,0.000000882
17440,0.000000701
17441,0.000000430
17442,0.000000380
17443,0.000000321
17444,0.000001323
17445,0.000000411
17446,0.000000561
17447,0.000000260
17448,0.000001663
17449,0.000000771
17450,0.000000551
17451,0.000000511
17452,0.000000791
17453,0.000000771
17454,0.000001002
17455,0.000000842
17456,0.000000381
17457,0.000000370
17458,0.000001132
17459,0.000000150
17460,0.000000481
17461,0.000000321
17462,0.000000481
17463,0.000001112
17464,0.000001133
17465,0.000000951
17466,0.000000871
17467,0.000001403
17468,0.000001984
17469,0.000009788
17470,0.000000320
17471,0.000000852
17472,0.000000160
17473,0.000000902
17474,0.000000341
17475,0.000000140
17476,0.000001002
17477,0.000001272
17478,0.000000401
17479,0.000000451
17480,0.000000601
17481,0.000001102
17482,0.000000642
17483,0.000000631
17484,0.000000551
17485,0.000001332
17486,0.000000762
17487,0.000000140
17488,0.000001954
17489,0.000000521
17490,0.000001092
17491,0.000001753
17492,0.000000120
17493,0.000002064
17494,0.000000691
17495,0.000001443
17496,0.000000181
17497,0.000000350
17498,0.000000581
17499,0.000000501
17500,0.000001413
17501,0.000001082
17502,0.000000160
17503,0.000000311
17504,0.000001944
17505,0.000000831
17506,0.000000440
17507,0.000000761
17508,0.000000451
17509,0.000001242
17510,0.000000551
17511,0.000000481
17512,0.000000320
17513,0.000000641
17514,0.000000491
17515,0.000000641
17516,0.000000892
17517,0.000000602
17518,0.000000751
17519,0.000000121
17520,0.000000300
17521,0.000001082
17522,0.000000500
17523,0.000000601
17524,0.000000421
17525,0.000000170
17526,0.000000571
17527,0.000000341
17528,0.000000511
17529,0.000000511
17530,0.000000131
17531,0.000000340
17532,0.000000891
17533,0.000000201
17534,0.000000511
17535,0.000001272
17536,0.000000901
17537,0.000000221
17538,0.000000571
17539,0.000000902
17540,0.000000711
17541,0.000001593
17542,0.000001072
17543,0.000001122
17544,0.000000982
17545,0.000001363
17546,0.000000761
17547,0.000000181
17548,0.000001152
17549,0.000000792
17550,0.000000681
17551,0.000001403
17552,0.000001052
17553,0.000000130
17554,0.000000722
17555,0.000000160
17556,0.000000642
17557,0.000000931
17558,0.000000491
17559,0.000000781
17560,0.000000742
17561,0.000002244
17562,0.000001403
17563,0.000000130
17564,0.000001012
17565,0.000001363
17566,0.000000351
17567,0.000000821
17568,0.000000821
17569,0.000000141
17570,0.000001613
17571,0.000000561
17572,0.000000180
17573,0.000000400
17574,0.000000901
17575,0.000000551
17576,0.000000170
17577,0.000000270
17578,0.000000571
17579,0.000000731
17580,0.000001593
17581,0.000000692
17582,0.000002124
17583,0.000000571
17584,0.000000551
17585,0.000001473
17586,0.000000571
17587,0.000001282
17588,0.000001633
17589,0.000000672
17590,0.000000541
17591,0.000000571
17592,0.000001052
17593,0.000001734
17594,0.000000370
17595,0.000000791
17596,0.000000541
17597,0.000000451
17598,0.000000541
17599,0.000001082
17600,0.000001202
17601,0.000001363
17602,0.000002414
17603,0.000000802
17604,0.000000371
17605,0.000001012
17606,0.000000210
17607,0.000001192
17608,0.000001242
17609,0.000000211
17610,0.000001042
17611,0.000000862
17612,0.000001172
17613,0.000000912
17614,0.000001022
17615,0.000001653
17616,0.000000451
17617,0.000002305
17618,0.000000541
17619,0.000000711
17620,0.000001052
17621,0.000000841
17622,0.000000351
17623,0.000000381
17624,0.000000601
17625,0.000001533
17626,0.000000852
17627,0.000000431
17628,0.000001242
17629,0.000002023
17630,0.000000631
17631,0.000001092
17632,0.000000832
17633,0.000000521
17634,0.000000591
17635,0.000000902
17636,0.000001533
17637,0.000000761
17638,0.000001843
17639,0.000001353
17640,0.000000381
17641,0.000001442
17642,0.000000200
17643,0.000001453
17644,0.000000551
17645,0.000000822
17646,0.000000771
17647,0.000000451
17648,0.000000201
17649,0.000000972
17650,0.000000551
17651,0.000000231
17652,0.000000350
17653,0.000000371
17654,0.000000842
17655,0.000000431
17656,0.000001863
17657,0.000000481
17658,0.000000551
17659,0.000001523
17660,0.000000180
17661,0.000000611
17662,0.000000150
17663,0.000001262
17664,0.000000360
17665,0.000000702
17666,0.000001232
17667,0.000000571
17668,0.000000200
17669,0.000000130
17670,0.000000131
17671,0.000001312
17672,0.000001613
17673,0.000000831
17674,0.000000772
17675,0.000000371
17676,0.000000681
17677,0.000000311
17678,0.000000771
17679,0.000001513
17680,0.000001293
17681,0.000001733
17682,0.000000622
17683,0.000000370
17684,0.000000751
17685,0.000001303
17686,0.000001262
17687,0.000000531
17688,0.000001994
17689,0.000000792
17690,0.000001202
17691,0.000000792
17692,0.000000771
17693,0.000001062
17694,0.000000771
17695,0.000000642
17696,0.000000390
17697,0.000001001
17698,0.000001182
17699,0.000000401
17700,0.000000821
17701,0.000000200
17702,0.000000822
17703,0.000001062
17704,0.000000611
17705,0.000000922
17706,0.000002064
17707,0.000001293
17708,0.000001402
17709,0.000001523
17710,0.000000261
17711,0.000001002
17712,0.000001252
17713,0.000001272
17714,0.000001002
17715,0.000000521
17716,0.000001663
17717,0.000002314
17718,0.000000150
17719,0.000000161
17720,0.000000701
17721,0.000000311
17722,0.000000171
17723,0.000000791
17724,0.000000712
17725,0.000000811
17726,0.000000521
17727,0.000000781
17728,0.000000150
17729,0.000000481
17730,0.000000701
17731,0.000002044
17732,0.000001082
17733,0.000000772
17734,0.000000321
17735,0.000000621
17736,0.000000581
17737,0.000001092
17738,0.000000752
17739,0.000001463
17740,0.000001172
17741,0.000000601
17742,0.000000751
17743,0.000000190
17744,0.000000851
17745,0.000000561
17746,0.000000891
17747,0.000000321
17748,0.000000401
17749,0.000001894
17750,0.000001192
17751,0.000000701
17752,0.000001163
17753,0.000000871
17754,0.000000791
17755,0.000001383
17756,0.000002074
17757,0.000001022
17758,0.000002355
17759,0.000001032
17760,0.000001052
17761,0.000001112
17762,0.000001563
17763,0.000000431
17764,0.000002254
17765,0.000000971
17766,0.000001032
17767,0.000000410
17768,0.000000341
17769,0.000001112
17770,0.000000291
17771,0.000002445
17772,0.000000972
17773,0.000000972
17774,0.000000130
17775,0.000000992
17776,0.000000922
17777,0.000001022
17778,0.000000571
17779,0.000000832
17780,0.000001593
17781,0.000000261
17782,0.000000481
17783,0.000000411
17784,0.000000250
17785,0.000000551
17786,0.000000551
17787,0.000000521
17788,0.000000741
17789,0.000000892
17790,0.000000341
17791,0.000000130
17792,0.000000491
17793,0.000000551
17794,0.000000240
17795,0.000001273
17796,0.000000361
17797,0.000000651
17798,0.000000842
17799,0.000000781
17800,0.000000421
17801,0.000000431
17802,0.000001012
17803,0.000000551
17804,0.000001282
17805,0.000001964
17806,0.000000771
17807,0.000000380
17808,0.000001243
17809,0.000001002
17810,0.000000140
17811,0.000001483
17812,0.000000882
17813,0.000001182
17814,0.000001433
17815,0.000000431
17816,0.000001663
17817,0.000000231
17818,0.000000591
17819,0.000000621
17820,0.000000360
17821,0.000000762
17822,0.000001012
17823,0.000000792
17824,0.000000130
17825,0.000001242
17826,0.000000450
17827,0.000000330
17828,0.000001032
17829,0.000000752
17830,0.000000781
17831,0.000000691
17832,0.000001603
17833,0.000000291
17834,0.000000210
17835,0.000000111
17836,0.000001212
17837,0.000000431
17838,0.000000401
17839,0.000001423
17840,0.000001342
17841,0.000001242
17842,0.000000140
17843,0.000001112
17844,0.000000501
17845,0.000002104
17846,0.000000180
17847,0.000000561
17848,0.000000531
17849,0.000000751
17850,0.000000231
17851,0.000000831
17852,0.000000662
17853,0.000001242
17854,0.000001022
17855,0.000000371
17856,0.000000832
17857,0.000000351
17858,0.000000881
17859,0.000000751
17860,0.000001493
17861,0.000000441
17862,0.000000641
17863,0.000000802
17864,0.000000872
17865,0.000001483
17866,0.000000861
17867,0.000000240
17868,0.000001042
17869,0.000000722
17870,0.000000811
17871,0.000000561
17872,0.000000340
